Star Rating,Review Title,Review Description
5.0 out of 5 stars,Worth it,"Excellent earbuds from my side.?????The sound quality is very clear.The bass is good.ANC is also good. Even when ANC is off, you can hardly hear outside noise while listening to a song.Comfort in ear is also good.The battery life is really good. I received this product on the morning of 29th March with 70% charge, and I charged the buds for about 10–15 minutes to reach 100%. Now, today (1st April), the charge in the case is still at 80%.My 3799/- is worth it for ONEPLUS Nord Buds 4 ProThank you :- ONEPLUSRead more"
5.0 out of 5 stars,Very Nice,Very good quality and features..price slightly higher but still worth for price.Read more
5.0 out of 5 stars,Value for Money,Value for Money. Superb ANC. BT 6.0Read more
4.0 out of 5 stars,Battery is great,"I recently purchased the OnePlus Nord Buds 4 Pro, and overall, I’m quite satisfied with the product at this price point. The earbuds are comfortable and fit well in the ears, making them easy to use for long periods. The battery life is also impressive and lasts as expected.The sound quality is good for everyday use, but one thing to note is that at higher volumes, the audio can feel a bit harsh and less comfortable to listen to. You may need to keep the volume at a moderate level for the best experience.Before this, I was using Pixel Buds, which are more premium, so there is a noticeable difference in sound refinement. However, considering the price, these earbuds offer great value for money.Overall, a solid choice if you’re looking for budget-friendly wireless earbuds with good performance.Read more"
1.0 out of 5 stars,Average,Build Average QualityBattery backup goodConnectivity GoodSound AverageEar comfortable fittingPrice very costlyRead more
5.0 out of 5 stars,The thumping buds,"One of the best buds out there right now..from sound quality to fit all top notch.Pros :Looks and fit is awesome, feather light buds.Sound quality just too good, one of the best infact. The thumping baas with clear mids and lows. You dont need those dual driver buds anymore, the tuning is really good.I am using in both s24 ultra & find x8, in both this buds is performing like a beast.Cons :The case is slippery, must use with a cover but right now no covers available there.**update:after a full day use in different music genre, i am really surprised that the instruments differentiation, spatial 3d audio effects & thumping bass effects is more accurate in samsung s24 ultra than oppo find x8.Read more"
5.0 out of 5 stars,Exllent all rounder buds,"Totally satisfied, super bass, clear vocal and top notch instrumental separation. Before delivery I was confused between realme air 8 and oneplus nord 4 pro. But after use nord 4 pro I am fully satisfiedRead more"
5.0 out of 5 stars,Beware. Bose/ Sony killer,Superb.Read more
5.0 out of 5 stars,"better fit, good anc",excellent for my use. airpods slips from my ears. this stays firm. anc is goodRead more
5.0 out of 5 stars,Very nice Product ??,Nice product !Noise cancelation option in very nice.Read more
5.0 out of 5 stars,Great Quality,Product is really good at the price within 4KRead more
4.0 out of 5 stars,? Honest Review: Samsung Galaxy Buds Core (SM-R410),"? Honest Review: Samsung Galaxy Buds Core (SM-R410)Sound Signature These earbuds are tuned for people who like soft, balanced, and clear audio. If you want loud, punchy sound with heavy bass, these are not for you.That said, on Samsung phones (especially Android 14+), sound output and overall experience are noticeably better.? ProsExcellent sound claritySoft, balanced, and clean audio. Vocals and instruments sound natural, not harsh.Outstanding call qualityMic quality is top-class for this segment. Calls are clear, crisp, and stable. No complaints here.Good ANC performanceANC works well for daily use like traffic, fans, and office noise. Not flagship-level, but effective.Super comfortable fitIn-ear fitting is excellent. Buds stay secure during walking, workouts, or daily movement. Very hard to drop.Solid build qualityFeels well made and durable. Case and buds both feel premium for the price.Very good battery lifeLong-lasting battery on both earbuds and case. Easily lasts a full day of use.Best value in Samsung ecosystemWith a Samsung phone, the experience is smooth and polished. Totally worth the money.? ConsNot loud or bass-heavyPeople who love loud volume and punchy bass may feel disappointed, especially on non-Samsung phones.Connectivity issues on non-Samsung devicesOccasional problems like:No auto-connect sometimesDelayed connectionPlay/pause malfunctionMic not working on calls occasionallyApp communication errorsANC doesn’t work with single earbudANC requires both earbuds to be in use.Samsung device required for full featuresTo unlock app features, you must first register the earbuds using a Samsung phone.Otherwise, they work as basic but decent earbuds.Wireless charging missingThis feature would have made it perfect.AI features not applicableNo practical AI usage despite Samsung branding.?? Final VerdictSamsung phone users:Close your eyes and buy it. No second thoughts. The experience is excellent.Non-Samsung users:Still recommended, but expect lower loudness and occasional connectivity hiccups. Once connected, performance is stable except for volume.Overall:Great earbuds. Amazing within Samsung’s ecosystem. Comfortable, reliable, and excellent for calls and balanced music. Samsung just needs to improve cross-device compatibility.? Rating: 4/5 (5/5 for Samsung users)Read more"
5.0 out of 5 stars,Buds core,Every thing is good but item price cost is high as compared to other seller a song i dedicate kiko Rivera victory ole oleRead more
5.0 out of 5 stars,Good,Samsung always rocks too goodRead more
2.0 out of 5 stars,Average,Average sound not so comfortableRead more
5.0 out of 5 stars,"Great Sound, Comfortable Fit, and Seamless Samsung Integration","Samsung Galaxy Buds 4 Pro – Great Upgrade from Oppo Enco X2 (Especially for Samsung Users)I upgraded from the Oppo Enco X2, which were honestly fantastic and very underrated earbuds. Because of that, my expectations were pretty high. After using the Samsung Buds 4 Pro for a while, I can confidently say they feel like a solid upgrade for my use.First Impressions & DesignI really like the design and packaging. I chose the black color because I didn’t want the AirPods-like look that the metallic finish gives.I use a Samsung S23, and the pairing experience was completely seamless. No additional app installation was needed - all the earbud controls and settings are integrated directly into the phone settings. The ecosystem integration is definitely a big advantage if you use Samsung devices.Comfort & FitThe fit is excellent. I’ve worn them for long periods during the day and they remain comfortable with no ear fatigue. They’re lightweight and stay secure in the ears.Sound QualityThis is where the earbuds really shine.Out of the box the sound is good, but it becomes much better after tuning the EQ. I did the ear fitting test and experimented with the equalizer settings.I found Dynamic EQ or a custom EQ to work best.What stood out:- Clear instrument separation- Punchy and controlled bass- Customizable sound depending on your tasteI’ve been listening to a lot of techno lately, and these earbuds handle it really well.I’m also using UHQ codec support, which likely helps extract the best sound quality.Compared to my Enco X2:- Bass feels stronger- Instrument separation is clearer- Tonal balance can be easily adjusted with EQANC & Ambient ModeThe ANC is good - better than the Enco X2 in my experience, though maybe slightly behind AirPods.Ambient mode is also improved and sounds fairly natural. That said, these aren’t features I personally rely on a lot, so I didn’t test them extensively.Controls & Smart FeaturesOne feature I unexpectedly love is the voice commands and gesture controls.Being able to say things like:- “Play music”- “Stop music”- “Volume up / down”…and have the earbuds respond instantly is incredibly convenient.I also set up Gemini, which works seamlessly through the earbuds.Call QualityCall quality has been surprisingly good. Friends told me I sounded pretty normal during calls.So far I’ve only tested in quiet environments, but it already seems better than the Enco X2, which used to pick up a lot of surrounding noise.Other FeaturesThere’s also 360 audio, though personally I wasn’t a big fan when I tried it. It might work better for certain content like movies.The settings themselves aren’t overloaded with marketing terms, but there are enough customization options to make the earbuds fun to tweak.Pros? Excellent sound quality with EQ tuning? Comfortable and lightweight for long use? Seamless integration with Samsung phones? Useful voice commands and gesture controls? Good call qualityCons? Premium pricing? ANC may not be the absolute best compared to some competitors? 360 audio didn’t impress me muchFinal VerdictFor me, this is definitely an upgrade from the Oppo Enco X2.If you’re already in the Samsung ecosystem, these are an easy recommendation. The integration alone makes the experience much smoother.I was debating between Sony, Bose, and Samsung, but so far I have no regrets choosing Samsung.Read more"
5.0 out of 5 stars,The quality justifies the price.,"Active Noise cancellation is good. Love the design.Good audio quality across various songs.I wish the EQ settings were a bit better. I couldn't hear the difference between them.Since the top of the case is transparent, make sure you get a case or cover for them.It is a bit on the expensive side, but the quality justifies it.They fit well into your ears better than the last few iterations of Galaxy Buds.Battery life is decent as well, but it  depends on your ANC usage.Call quality is also improved in this one.Read more"
5.0 out of 5 stars,Fulfilled all my needs. Best product of 2026.,Pros- Astonishing sound Quality- Adaptive noise cancellation- Perfectly working voice controls- On point touch controls- Good fit- Classy look- Quality 10/10- All controls in Samsung settings appCons- Hard to know which side to open the case without seeingRead more
4.0 out of 5 stars,Perfect this time.,"Got em finally. Had buds 2 pro and 3 pro before.Personally loved the case and overall design of buds 2 pro. My favorite buds so far.The case is the reason I pre-ordered these. As you know, buds 3 pro's case was flawed in a way that sometimes one earbud won't charge at all because of the placement of pogo pins.About Buds 4 Pro, they are incredible out of the box. Call quality and sound quality are better than buds 3 pro.I have samsung eco system, so I am able to benefit from all the features.Declining calls from nodding the head and Volume up, down next song, etc., voice commands are a huge plus for a person like me. This time at least, Samsung did nail these.Let's hope the overall sound and ANC gets better after 1st update which I am yet to receive.Read more"
5.0 out of 5 stars,The Best Android Buds Just Got Better,"Pros:?Audio Quality: Crystal clear highs and deep, punchy bass; the Hi-Fi sound is noticeably improved.?ANC Performance: The active noise cancellation is top-tier, easily drowning out office chatter and engine hums.?Comfort & Fit: The new refined shape feels more secure for long listening sessions compared to previous generations.?Seamless Ecosystem: Pairs instantly with Samsung devices and switches between my tablet and phone flawlessly.?Cons:?Price: Definitely a premium investment.?Battery Life: Good, but hasn’t made a massive leap over the Buds 3 Pro.?Bottom Line:If you’re in the Samsung ecosystem, these are a no-brainer. The sound stage is wider, and the ANC is some of the best I've ever used. Highly recommended for daily commuters and audiophiles alike.Read more"
1.0 out of 5 stars,Verry Big my loss,Not USB cable and sound quality badRead more
5.0 out of 5 stars,A Great TWS in almost all aspects,"Great noice cancellation and transperancy mode. The mic quality is also great. Fits right into my ears, doesn't even feel like I am wearing any buds. The head gestures feature will only be available after the One UI 8.5 update which is yet to be released for most Samsung phones. Everything else is pretty good so far.Read more"
5.0 out of 5 stars,The best upgrade over buds 3 pro,"The buds 4 pro has to be the best upgrade over buds 3 pro in all aspects.The most common problem with buds 3 pro is that one earbud sometimes does not charge at all due to vertical placement of the buds but now this issue has been resolved in the buds 4 pro with the horizontal placement of the buds inside the case.Also the buds 4 pro offer better battery backup,fit,sound and ANC and are madeup of hard plastic so that they dont get scratched or damaged due to accidental falls like the buds 3 pro which had a metal design.Read more"
1.0 out of 5 stars,Bad sound quality,didn't liked the sound quality.Read more
1.0 out of 5 stars,Sound problem,The media could not be loaded.Sound problemRead more
5.0 out of 5 stars,Super comfortable & great with Samsung Ultra,"I bought these mainly because they come without silicone tips, and they completely solved my purpose. The open-fit design feels much more comfortable compared to traditional in-ear earbuds.Even without silicone, the buds fit well in my ears and are comfortable for long listening sessions. Sound quality is decent for daily use, especially for calls and casual music.It also works really well with Samsung S26 Ultra, and the connectivity is smooth and seamless.Since there is no tight seal, noise cancellation is not very strong — but that’s expected with this type of design.Overall, if you are someone who doesn’t like silicone earbuds and prefers comfort, this is a good choice.?? Suggestion: Do try it once in-store before buying, as fit may vary from person to person.Read more"
1.0 out of 5 stars,Not worth the money,It's not worth paying this for buds4 while there is a proper alternative like airpods 4 with better sound quality.. instead choose buds4 pro which has better ANC. Just be aware this is not returnable item.Read more
3.0 out of 5 stars,Battery Backup,Battery Backup is LowRead more
3.0 out of 5 stars,No head gestures control in this buds4,This buds does not have head gesture control.Read more
1.0 out of 5 stars,Very bad device,Not fitting to ear. Very bad deviceRead more
1.0 out of 5 stars,Waste of money,Totally Waste of moneyMics not working properlyWaste of moneyNot comfortableFitting not properSound quality goodConnectivity goodRead more
4.0 out of 5 stars,Nice product,"Everything is fine....Good fit in ear comfortableSound quality is very nice at this priceNice finishing , butI give 4 star only because of low battery backup and sound leakage..Read more"
4.0 out of 5 stars,Good Product,"Product quality is good, standard sound quality, Bass is also good. Reasonable price as per qualityRead more"
3.0 out of 5 stars,Feedback,"I purchased boAt earbuds, but unfortunately my experience has been very disappointing. Please find my feedback below:There is no proper indication to know whether the earbuds are fully charged or how much battery percentage is currently available. This makes charging very inconvenient.The total battery life is only around 12 hours. Even if I charge the earbuds in the morning at 8 AM, they completely stop working by around 7–8 PM.The touch sensitivity is very poor. Even a slight accidental touch pauses the music or video. Overall, the touch controls do not work properly.Most importantly, after using the earbuds for some time, the audio starts breaking continuously. Whether I am listening to music or watching videos, the sound keeps cutting off, which makes them very difficult to use.Overall, the product does not perform as expected and needs significant improvement in quality and performance.-VIJAY MISHRA, VADODARARead more"
4.0 out of 5 stars,Boat Airdopes 219,Nice product.Sone features are lacking but it's bass is good and Battery is holy ezz 8 hrs . Although it's Nice .Read more
3.0 out of 5 stars,Pros and Cons,"Not that good, I've used many boat products since last 9 years. And this is the first boat product that actually I didn't like. Because the connection gets week while driving a bike and if phone is around 10 steps away. This is the only issue I am facing right now. Used this one for more than 3 months I believe and still in great shape. And yes I noticed latency while playing bgmi aswell. Apart form the above sound quality and built quality is good and yes I dropped this like 3 to 4 times and I was I like its over but not, great built quality.Read more"
4.0 out of 5 stars,"Sounds are distorted some times, please solves this issues in future. Thanks you Boat","I bought Boat Airdopes 219, its good product but some problems face on this, sounds good no doubt but when play music, watch movies sounds are distorted, others no connecting problems, no other issues. Thank you BoatRead more"
3.0 out of 5 stars,About Bass and Comfortness,Bass thoda jyada hai aur ear main bhi uncomfort lagta hai. As compare to Boat 219 Boat 141 is comfortable.Look bohot premium hai.Read more
4.0 out of 5 stars,Bass????,Bass is good.good quality and good design.Read more
5.0 out of 5 stars,Deep bass,"Really impressed with these earbuds! The sound quality is clear and balanced, with deep bass that doesn’t overpower vocals. Active noise cancellation works surprisingly well, especially in busy environments. They fit comfortably and feel secure even during long use. Battery backup is solid, and fast charging is very convenient. Dual pairing makes switching between devices smooth. Overall, great value for the price — stylish design, premium feel, and reliable performance. Definitely a good buy! ????Read more"
5.0 out of 5 stars,Good Product Value for money,"After using for a week, I fall in love with these earbuds. Clear sound quality with deep bass. Unique design and Mercury colour is awesome in look. super fast and stable connectivity. Comfortable to wear and ANC works well in noisy places. While listening to music in 360° Spatial Audio feature,I feel relaxed. Huge battery backup. Overall, great product that justify it's price. Worth buying.Read more"
5.0 out of 5 stars,One of the best earbuds in mid premium range(must buy),"Writing this review after 10 days of usage. I recently bought the Master Buds 2, for my daily office work and gym, and I am impressed with their performance. The sound quality is amazing. The noise app makes the experience better with more control over the earbuds. The sound is crisp and clear, tuned by Bose which it shows, delivering a rich audio experience that makes listening to music and taking calls a pleasure. One of the standout features is the Active Noise Cancellation (ANC), which works exceptionally well to block out ambient noise. This makes them perfect for use in busy environments or during travel, allowing me to focus completely on what I’m listening to. The design is sleek and comfortable, fitting securely for long hours of wear without any discomfort. Overall, the Master Buds 2 offer great value for their price with excellent ANC and impressive sound quality.Battery 10/10sound: 9/10Build quality: 8.5/10Comfort: 10/10Highly recommended for office professionalsRead more"
5.0 out of 5 stars,BEST EVER EARBUDS,"Super impressed with these buds! The sound is crisp with solid bass, and the ANC actually makes a noticeable difference in noisy places. They’re comfy for long use and the battery easily lasts through the day. Pairing is quick, and call quality is clear too. Overall, great value for the price ??Read more"
5.0 out of 5 stars,Good product,"I’ve been using these earbuds for a while now, and overall, I’m quite impressed. The sound quality is clear and well-balanced, with decent bass that doesn’t overpower the mids and highs. They work well for both music and calls, and I didn’t notice any major distortion even at higher volumes.The fit is comfortable and secure, making them suitable for long listening sessions or workouts. The design is sleek and lightweight, so they don’t feel bulky in the ears. Connectivity has been smooth so far, with quick pairing and minimal dropouts.Battery life is another strong point—they easily last through the day with regular use, and the charging case adds extra convenience. The touch controls (if applicable) are responsive, though they may take a little time to get used to.On the downside, the noise isolation could be better, especially in very loud environments. Also, the microphone quality is decent but not exceptional for calls in noisy surroundings.Overall, these earbuds offer good value for the price and are a solid choice for everyday use.Read more"
5.0 out of 5 stars,Experience for every penny used.,"What a breath taking look and design! This is best in classs model.  Its strong Noise Cancellation of 51db separates us from the outer world. It is best used in traffic, flights or metro. Its audio quality by Bose gives clear and balanced notes. It is comfortable to use. Its dual device pairing is a proFor UserRead more"
5.0 out of 5 stars,Long battery backup and comfortable earbuds.,These buds are super premium and easy to pair with my phone and laptop at same time. It's very comfortable inside the ears and I can use this for long time. Noise cancellation working perfectly. Sound quality is top notch and customisable too.Read more
5.0 out of 5 stars,Game changer in premium audio,"I’ve used a lot of TWS earbuds over the years, and most of them fall into two buckets - either they’re loud and bass-heavy but messy, or they’re balanced but boring. The Master Buds 2 sit nicely in the middle, and that’s what makes them interesting.The first thing you notice is the sound tuning. These are tuned with Sound by Bose, and it shows. The bass is deep but controlled, the mids are clean, and the highs don’t pierce your ears even after long listening sessions.Other things I liked:LHDC Hi-Res audio supportDual device pairingFast chargeGood batteryComfortable fitPremium and rather unique designIf you’re looking for earbuds under ?10K that focus on sound quality + ANC + call clarity rather than just bass and marketing features, these are definitely worth considering.Read more"
5.0 out of 5 stars,Earbuds That Redefine Comfort & Quality.,"If you prioritize comfort and prefer half-in-ear buds like I do, the Samsung Galaxy Buds 3 are a game-changer. I've always found traditional in-ear buds uncomfortable and struggled to find the perfect balance between comfort and sound quality. I previously used the Buds Live for their comfortable fit, but the sound didn't meet my expectations. I also have Soundcore in-ear models, which are good, but I couldn't wear them for extended periods.When Samsung announced the Galaxy Buds 3, I was eager to try them out, especially as I'm already embedded in the Samsung ecosystem. I prebooked them without hesitation, and I'm thrilled to say they’ve exceeded my expectations.The Galaxy Buds 3 are the best half-in-ear earbuds on the market. Their premium case and futuristic design fit snugly and comfortably in the ear, offering the feel of in-ear buds without the discomfort. Call quality is impressive, and listening to music is a treat with robust bass and well-balanced highs and lows. The active noise cancellation (ANC) is surprisingly effective, providing a quiet listening experience even in noisy environments.Features like AI voice commands work seamlessly, custom equalizer and 360-degree audio enhance the overall listening experience. The pinch & swipe gestures are intuitive and responsive, making it easy to control playback and manage calls. The neck stretch reminder is useful addition. Wireless charging is fast and compatible with other wireless and MagSafe chargers I use. Although it offers 2 to 3 fewer options compared to the Pro model in the Wear app, I find it perfectly adequate.In summary, if you're searching for comfortable half-in-ear earbuds with excellent sound quality and advanced features, the Samsung Galaxy Buds 3 are worth every penny. Look no further—these are truly fantastic!Read more"
1.0 out of 5 stars,Waste of Money !,"I have been using the product for the past 2 months. Only the built quality of the ear phone is good, rest there is nothing that I can give good feedback about. The fitting is not at all good, It looks weird while wearing these. I have faced charging issues sometimes, one ear bud gets completely discharged while the 9ther is 100% charged. The sound quality is also not what you expect from something above 10k !Disappointed with this product.Read more"
4.0 out of 5 stars,Good call quality but stopped working in a mere 15 days. They replaced promptly.,"I initially wanted to buy the Buds 3 Pro but mistakenly purchased these in the hurry of Prime Day. However, I found the open design quite appealing. The sound quality is very good, not excellent, with noticeable ANC. The lows are loud, but the highs could use some improvement.The call quality is a significant improvement compared to all previous earbuds I've used, including the Buds 3 Pro and Sony WF-1000XM4.In terms of appearance, they look great, and I really love the case.Unfortunately, one earbud stopped working while I was at the gym. It wouldn't charge or be recognized by the Galaxy Wear app. I bought them on EMI, so now I'm stuck paying for something I can't use since parts aren't readily available at the service center. This kind of malfunction never happened with my previous earbuds, whether they were Realme, Samsung Buds 3 Pro, or Sony XM4. Because of this experience, I will refrain from buying new models on their release day from now on. I'm considering buying the new Nothing earbuds next time.Overall Ratings:Sound Quality: 4/5Appearance: 5/5Build Quality: 3/5 (one earbud stopped working)Comfort: 4/5 (open design allowed for longer wear without feeling air pressure, fit was great for me, never had issues doing jumping jacks or running. Needed to screw in sometimes to get the ANC right and align the sound opening to ear canals)After Sales Service: 4/5 (service centers are widespread in cities, but parts for this new model are not available)Update: they fixed and gave me back in 5 days.Read more"
5.0 out of 5 stars,Comfortable to wear. Good performance.,Very comfortable to wear in ear. The connectivity is smooth and battery lasts long as well. Sound output is nice. Value for money!Read more
3.0 out of 5 stars,Does not fit well,"This product cannot fit well on some ear shapes, especially since it lacks the soft tip available in the pro version. It should have been called out clearly in the product description. It is useless for the person whom I intended, so I am using it. Even for me, the external ear hurts after a while, again due to the item not sitting comfortably. And there are no accessories like earhooks available for this rather expensive item. So we should think through well before buying. No complaints about connectivity, sound quality, ANC etc so far.Read more"
1.0 out of 5 stars,Not worth it,"There are no ear tips, so the buds do not stay snuggly fit. Because of this there no proper seal and the sound appears distant whenever the buds change position in your ears. The active noise cancelation also suffers because of the same issue.  The controls are very difficult to use if you have larger fingers. And each time I use the controls it moves the buds around.The Buds2 is lot better option at the moment if you are looking for a Samsung option.Read more"
5.0 out of 5 stars,Comfortable fit and excellent quality.,"I faced no fit issues, even though many videos and reviews said so. It didn't come out even while I was working out. It depends on the ear's shape I guess. Best to try for yourself.Sound quality is excellent. For me, not having the silicon ear tips was important, this product's design is perfect!!Read more"
5.0 out of 5 stars,Super comfortable & great with Samsung Ultra,"I bought these mainly because they come without silicone tips, and they completely solved my purpose. The open-fit design feels much more comfortable compared to traditional in-ear earbuds.Even without silicone, the buds fit well in my ears and are comfortable for long listening sessions. Sound quality is decent for daily use, especially for calls and casual music.It also works really well with Samsung S26 Ultra, and the connectivity is smooth and seamless.Since there is no tight seal, noise cancellation is not very strong — but that’s expected with this type of design.Overall, if you are someone who doesn’t like silicone earbuds and prefers comfort, this is a good choice.?? Suggestion: Do try it once in-store before buying, as fit may vary from person to person.Read more"
1.0 out of 5 stars,Not worth the money,It's not worth paying this for buds4 while there is a proper alternative like airpods 4 with better sound quality.. instead choose buds4 pro which has better ANC. Just be aware this is not returnable item.Read more
3.0 out of 5 stars,Battery Backup,Battery Backup is LowRead more
3.0 out of 5 stars,No head gestures control in this buds4,This buds does not have head gesture control.Read more
1.0 out of 5 stars,Very bad device,Not fitting to ear. Very bad deviceRead more
1.0 out of 5 stars,Waste of money,Totally Waste of moneyMics not working properlyWaste of moneyNot comfortableFitting not properSound quality goodConnectivity goodRead more
1.0 out of 5 stars,Bad sound quality,didn't liked the sound quality.Read more
1.0 out of 5 stars,Sound problem,The media could not be loaded.Sound problemRead more
5.0 out of 5 stars,Galaxy buds 3 FE Decent product and worthy buy,Galaxy Buds 3 Fe:Very very good. Super quality and premium looks.Battery is really good and had a good ANC.Bass and sound quality transparency is very good. You can hear all the natural sounds and you will not feel like you are hearing on an earphonesLook wise the case is very decent.Works with Gemini and Bixby voice wakeupBattery life is 5 to 5.30 hours once charged and case charge gives upto 28 hoursSwipe and pinch controls will take little time to get usedRead more
4.0 out of 5 stars,??,Good productRead more
1.0 out of 5 stars,Worse product from samsung,"After 3 months of purchase, it's much more expensive and feature-wise, it's much worse. Even the OnePlus Nord Buds 3 are better than these.Read more"
5.0 out of 5 stars,Most satisfying,"I received the product in good packaging,and as I unboxed it met my expectation. Finally it's in my hands, it meets all the product specification. Worth itRead more"
3.0 out of 5 stars,Not good,Sound not goodRead more
5.0 out of 5 stars,Goood,G o o d.  w i r e l e s s A N C W O R K I N GRead more
4.0 out of 5 stars,"Clean, compact and works well with the Samsung S series","Clean, does its job well. Works best with the samsung ecosystemRead more"
3.0 out of 5 stars,Lacks punch,It lacks punching bassRead more
5.0 out of 5 stars,Toatally awestruck with its performance!!!????????,"Amazing purchase, slightly expensive, but you will forgive yourself once you start using it.As soon as I set it up and heard some music, I was so happy, I tried all the modes, transparency, adaptive, conversation mode, noise cancellation and spatial. Everything works perfectly, beautifully.Battery back up is as promised, built quality is amazing, AirPods just sticks to your ears, no pain even after using for long hours(4.5hrs). Very light weight.The sound quality is amazing, you will not miss your over earsRead more"
5.0 out of 5 stars,Worthy go for it without second thought,Bought during the Republic Day Sale 2025 for ~Rs. 2.9k- The sound quality is just amazing.- The AirPods work fantastically well with all of my Apple device switching between them as I move from one device to the other.- Extremely responsive volume (press) control.Read more
5.0 out of 5 stars,Airpods pro 2 you win my heart for 2nd time!!!,"This is my second unit which i bought for my wife I'm blown away by the AirPods Pro 2! The perfect blend of hardware and software makes them a must-have for any Apple user. The sound quality is top-notch, with crystal-clear highs and deep bass. The active noise cancellation is incredibly effective, and the transparency mode is seamless.The design is sleek, and they fit comfortably in my ears. The wireless charging case is a game-changer, and the battery life isOverall, the AirPods Pro 2 are a premium product that justifies the investment. If you're looking for a top-tier listening experience, look no further!Read more"
5.0 out of 5 stars,Phenomenal quality loved it amazing,"Delivered in a great quality package.. value of money product touch control are working well fit is perfect mic quality is superb.. all over perfect quality and condition bill, box, charging cable everything i got.. happy and satisfied.. Thank you AmazonRead more"
5.0 out of 5 stars,Best Earbud with all features in affordable price,"I recently bought the Master Buds, for my daily office work and gym all though I have wired headphone too once I get this I am  impressed with their performance. The sound quality is very good. I also download the app better control these earbuds have sound crisp and clear, delivering a rich audio experience that makes listening to music and taking calls a pleasure. One of the standout features is the Active Noise Cancellation (ANC), which works exceptionally well to block out ambient noise. This makes them perfect for use in busy environments or during travel, allowing me to focus completely on what I’m listening to. The design is sleek and comfortable, fitting securely for long hours of wear without any discomfort. Overall, the Master Buds offer great value for their price with excellent ANC and impressive sound quality. Highly recommended to all age group and all kind of day work. Most importantly this have long battery life so won’t be worry for if you miss the charge them. And finish of product is very good. Connecting from one room to another room without any distractions.Read more"
5.0 out of 5 stars,Absolutely Blown Away! The Best Earbuds I've Ever Owned! ??????????,"I've tried a lot of earbuds over the years, but the Noise Masterbuds are in a class of their own. I had high hopes after reading about them, and they've completely exceeded all my expectations. This isn't just an upgrade—it's a game-changer for how I listen to music and take calls.First, the sound quality is phenomenal. The ""Sound by Bose"" tuning is no joke. The audio is incredibly balanced and crisp, with deep, rich bass that doesn't overpower the vocals or instruments.The Adaptive Active Noise Cancellation (ANC) is another standout feature. Whether I'm on a noisy commute or just trying to focus in a busy cafe, the Masterbuds do an amazing job of silencing the world around me. And the transparency mode is perfect for when I need to be aware of my surroundings without taking them out.Battery life is a huge win, too. The InstaCharge feature is also a lifesaver—just 10 minutes of charging gives me hours of playback, which is perfect for my busy schedule.Finally, the design is sleek and the fit is incredibly comfortable.If you're looking for premium sound, top-tier ANC, and fantastic battery life, look no further. The Noise Masterbuds are worth every penny and then some. I couldn't be happier with this purchase!Over all good performance. Good for gamers.Read more"
4.0 out of 5 stars,Good but over priced,"I recently purchased the Noise Master Buds from Amazon and overall, I'm quite satisfied with the experience. The retro-inspired design is stylish and the earbuds fit comfortably, though they are slightly bulky. Sound quality is solid with 12.4mm titanium drivers delivering balanced audio across highs and mids, though treble can get a bit sharp at higher volumes. The Active Noise Cancellation (up to 49dB) works impressively well, especially in office and commuting environments. Battery life is another strong point, offering up to 50 hours with the case and a quick charge feature that’s super handy. Indoor call quality is great, but outdoor performance struggles with background noise. However, the build quality feels a bit plasticky and the case is on the larger side, which doesn’t quite match the premium price tag. Considering all this, I find the product slightly overpriced for what it offers, but still a solid choice for everyday use. I’m giving it 4 out of 5 stars.Read more"
5.0 out of 5 stars,"Master of Buds… Noise master buds, “rest all like a sinking BOAT”","The media could not be loaded.I recently bought the Master Buds, and I am thoroughly impressed with their performance. The sound quality is crisp and clear, delivering a rich audio experience that makes listening to music and taking calls a pleasure. One of the standout features is the Active Noise Cancellation (ANC), which works exceptionally well to block out ambient noise. This makes them perfect for use in busy environments or during travel, allowing me to focus completely on what I’m listening to. The design is sleek and comfortable, fitting securely for long hours of wear without any discomfort. Overall, the Master Buds offer great value for their price with excellent ANC and impressive sound quality. Highly recommended!Read more"
5.0 out of 5 stars,????? An Absolute Game-Changer in Audio,"I’ve been on the hunt for the perfect pair of wireless earbuds for what feels like forever, and I can finally say my search is over. The Noise Master Buds are, without a doubt, the best I’ve ever used.First, the sound quality is phenomenal. The audio is incredibly crisp and balanced, with deep, punchy bass that doesn’t muddy the rich mids and sparkling highs. It’s like hearing my favorite songs for the very first time again. The soundstage is so immersive, it’s like having a private concert in your ears.And the noise cancellation? “Master” is the perfect word for it. It’s almost magical. My noisy daily commute on the train completely melts away, leaving just me and my music. Office chatter, the hum of an airplane, the buzz of a coffee shop—it all just disappears. The transparency mode is also crystal clear for when I need to hear my surroundings without taking the buds out.On top of that, they are incredibly comfortable. I can wear these for hours on end without any fatigue. They’re lightweight and come with several tip sizes, so I got a perfect, secure fit right out of the box. The battery life is also a beast—I get through a full workday and my evening workout without even thinking about the charging case.If you’re serious about your audio and want top-tier noise cancellation in a comfortable, long-lasting package, look no further. The Noise Master Buds are worth every single penny. Five stars, hands downRead more"
1.0 out of 5 stars,,Is ko koi mat lena ye bahut bekar product hai or ye vapis bhi nhi jate haiRead more
